nomZona;edad;sexe;nacionalitat;quantitat
FERRAN;15;D;ESPANYA;1
CAMPSA;44;H;ESTRANGER;7
BOSCOS DE TARRAGONA (ELS);15;D;ESPANYA;4
TORREFORTA;92;D;ESPANYA;27
TORREFORTA;13;D;ESPANYA;131
TORREFORTA;93;D;ESPANYA;21
SANT PERE I SANT PAU;13;H;ESPANYA;85
CALA ROMANA;64;D;ESPANYA;9
TARRAGONA;13;H;ESPANYA;251
SANT SALVADOR;15;D;ESTRANGER;14
FERRAN;71;H;ESTRANGER;1
SANT PERE I SANT PAU;13;D;ESTRANGER;19
BONAVISTA;23;D;ESTRANGER;12
BONAVISTA;34;D;ESTRANGER;34
CAMPSA;13;H;ESPANYA;9
TAMARIT;56;D;ESTRANGER;3
TAMARIT;14;H;ESPANYA;6
TAMARIT;39;D;ESPANYA;8
MONTGONS (ELS);41;D;ESPANYA;9
TAMARIT;87;H;ESPANYA;2
TAMARIT;79;D;ESPANYA;4
SANT PERE I SANT PAU;12;D;ESPANYA;64
CALA ROMANA;61;H;ESPANYA;6
TARRAGONA;12;D;ESPANYA;230
TAMARIT;57;D;ESTRANGER;4
TARRAGONA;13;H;ESTRANGER;74
TAMARIT;12;D;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);13;D;ESPANYA;4
SANT PERE I SANT PAU;30;D;ESTRANGER;31
TORREFORTA;33;H;ESTRANGER;83
CAMPSA;43;H;ESTRANGER;8
MONTGONS (ELS);71;D;ESTRANGER;3
PINEDES (LES);62;D;ESTRANGER;1
SANT PERE I SANT PAU;88;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;48;H;ESTRANGER;5
BOSCOS DE TARRAGONA (ELS);41;H;ESPANYA;9
TAMARIT;36;H;ESPANYA;7
MONNARS;32;D;ESPANYA;12
BONAVISTA;11;H;ESTRANGER;20
BONAVISTA;11;H;ESPANYA;41
TAMARIT;79;D;ESTRANGER;2
MONTGONS (ELS);42;H;ESPANYA;7
BOSCOS DE TARRAGONA (ELS);59;H;ESPANYA;10
SANT SALVADOR;25;H;ESTRANGER;29
ARRABASSADA I SAVINOSA;69;H;ESTRANGER;3
MONNARS;44;H;ESPANYA;9
MONNARS;12;H;ESPANYA;12
CALA ROMANA;12;D;ESPANYA;5
SANT PERE I SANT PAU;12;H;ESTRANGER;19
FERRAN;64;D;ESPANYA;3
TORREFORTA;10;D;ESPANYA;91
TORREFORTA;10;D;ESTRANGER;32
OLIVA (L`);25;H;ESPANYA;1
CAMPSA;10;H;ESPANYA;6
OLIVA (L`);44;D;ESPANYA;1
CAMPSA;11;D;ESPANYA;5
CAMPSA;28;D;ESTRANGER;5
MONNARS;72;H;ESPANYA;16
SANT PERE I SANT PAU;47;H;ESTRANGER;30
BONAVISTA;69;D;ESTRANGER;6
CALA ROMANA;52;D;ESPANYA;6
BONAVISTA;65;D;ESTRANGER;16
CAMPSA;9;D;ESPANYA;6
FERRAN;9;H;ESPANYA;1
ARRABASSADA I SAVINOSA;72;D;ESPANYA;24
TAMARIT;70;D;ESPANYA;9
SANT SALVADOR;21;H;ESTRANGER;20
CAMPSA;57;H;ESTRANGER;3
TORREFORTA;94;D;ESPANYA;19
SANT PERE I SANT PAU;8;H;ESPANYA;67
FERRAN;74;H;ESPANYA;2
FERRAN;74;D;ESPANYA;3
SANT SALVADOR;91;D;ESPANYA;9
MONNARS;8;H;ESPANYA;5
SANT PERE I SANT PAU;9;D;ESTRANGER;8
MONTGONS (ELS);9;H;ESPANYA;12
TAMARIT;16;H;ESTRANGER;1
MONNARS;36;D;ESPANYA;9
TARRAGONA;83;D;ESTRANGER;10
SANT SALVADOR;87;H;ESTRANGER;1
MONTGONS (ELS);37;H;ESPANYA;7
BONAVISTA;63;D;ESTRANGER;3
CALA ROMANA;75;D;ESPANYA;6
BOSCOS DE TARRAGONA (ELS);76;D;ESPANYA;6
ARRABASSADA I SAVINOSA;19;H;ESTRANGER;3
MONNARS;24;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;80;H;ESPANYA;9
BONAVISTA;7;D;ESPANYA;49
MONTGONS (ELS);66;H;ESPANYA;10
CAMPSA;52;D;ESTRANGER;5
TAMARIT;66;D;ESTRANGER;2
CAMPSA;8;H;ESTRANGER;6
MONTGONS (ELS);42;D;ESTRANGER;6
TORREFORTA;6;H;ESPANYA;110
CAMPSA;7;H;ESPANYA;7
MONTGONS (ELS);6;D;ESPANYA;12
CALA ROMANA;6;H;ESPANYA;2
TARRAGONA;84;H;ESTRANGER;4
CAMPSA;71;H;ESPANYA;3
TAMARIT;7;H;ESPANYA;3
BONAVISTA;38;H;ESTRANGER;24
TAMARIT;88;D;ESTRANGER;1
TAMARIT;28;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);37;H;ESTRANGER;2
CALA ROMANA;6;D;ESPANYA;3
CAMPSA;30;D;ESPANYA;6
CAMPSA;22;H;ESTRANGER;10
MONTGONS (ELS);78;D;ESPANYA;8
MONTGONS (ELS);34;H;ESTRANGER;9
BONAVISTA;28;D;ESTRANGER;21
MONNARS;5;D;ESPANYA;5
TORREFORTA;87;D;ESTRANGER;5
SANT PERE I SANT PAU;5;D;ESTRANGER;10
MONNARS;72;H;ESTRANGER;2
MONTGONS (ELS);5;D;ESTRANGER;3
TAMARIT;7;D;ESTRANGER;3
CALA ROMANA;56;H;ESPANYA;5
SANT SALVADOR;3;D;ESTRANGER;10
BOSCOS DE TARRAGONA (ELS);3;H;ESPANYA;6
SANT PERE I SANT PAU;4;D;ESTRANGER;9
BONAVISTA;3;D;ESTRANGER;11
BONAVISTA;3;D;ESPANYA;33
SANT SALVADOR;81;H;ESPANYA;14
TARRAGONA;86;D;ESTRANGER;6
MONNARS;49;D;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);5;D;ESTRANGER;1
MONNARS;57;H;ESTRANGER;1
CALA ROMANA;72;D;ESPANYA;5
CAMPSA;77;H;ESPANYA;4
TAMARIT;31;D;ESTRANGER;3
SANT PERE I SANT PAU;76;H;ESTRANGER;2
CALA ROMANA;87;H;ESTRANGER;1
MONTGONS (ELS);66;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;16;D;ESTRANGER;3
MONNARS;33;H;ESPANYA;4
MONNARS;3;D;ESPANYA;6
CAMPSA;10;H;ESTRANGER;9
CAMPSA;4;H;ESTRANGER;2
BONAVISTA;77;D;ESTRANGER;2
CALA ROMANA;67;H;ESTRANGER;1
PINEDES (LES);13;D;ESTRANGER;1
TARRAGONA;81;H;ESTRANGER;4
FERRAN;37;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;24;H;ESTRANGER;4
MONTGONS (ELS);4;D;ESTRANGER;5
BOSCOS DE TARRAGONA (ELS);29;H;ESPANYA;2
CALA ROMANA;57;D;ESPANYA;5
BOSCOS DE TARRAGONA (ELS);29;D;ESPANYA;5
BONAVISTA;25;D;ESTRANGER;22
MONNARS;28;H;ESPANYA;7
ARRABASSADA I SAVINOSA;80;D;ESPANYA;7
ARRABASSADA I SAVINOSA;26;H;ESPANYA;16
FERRAN;57;D;ESPANYA;2
SANT SALVADOR;80;H;ESPANYA;11
CALA ROMANA;92;D;ESPANYA;1
TAMARIT;27;H;ESPANYA;4
CAMPSA;86;D;ESPANYA;5
BOSCOS DE TARRAGONA (ELS);81;D;ESPANYA;4
MONTGONS (ELS);25;H;ESPANYA;8
MONNARS;86;D;ESPANYA;5
MONNARS;68;H;ESPANYA;11
MONNARS;83;H;ESPANYA;4
CALA ROMANA;59;D;ESPANYA;5
TARRAGONA;98;H;ESPANYA;4
OLIVA (L`);74;H;ESPANYA;1
OLIVA (L`);76;H;ESPANYA;1
OLIVA (L`);77;H;ESPANYA;1
OLIVA (L`);52;D;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);84;H;ESPANYA;2
BOSCOS DE TARRAGONA (ELS);78;H;ESPANYA;6
CALA ROMANA;38;H;ESPANYA;3
MONTGONS (ELS);93;H;ESPANYA;1
MONTGONS (ELS);85;D;ESPANYA;3
CAMPSA;68;D;ESPANYA;10
MONTGONS (ELS);103;D;ESPANYA;1
MONTGONS (ELS);91;H;ESPANYA;2
CAMPSA;91;H;ESPANYA;3
CAMPSA;64;H;ESPANYA;5
CAMPSA;39;D;ESPANYA;1
OLIVA (L`);59;H;ESPANYA;1
MONNARS;73;D;ESPANYA;12
OLIVA (L`);54;D;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);74;D;ESPANYA;8
PINEDES (LES);54;H;ESPANYA;1
CAMPSA;95;D;ESPANYA;1
CAMPSA;60;H;ESPANYA;3
BOSCOS DE TARRAGONA (ELS);83;H;ESPANYA;1
OLIVA (L`);66;D;ESPANYA;2
SANT SALVADOR;92;H;ESPANYA;2
SANT SALVADOR;93;D;ESPANYA;6
OLIVA (L`);58;D;ESPANYA;2
TAMARIT;55;D;ESTRANGER;3
CALA ROMANA;79;D;ESPANYA;3
CALA ROMANA;36;H;ESPANYA;5
ARRABASSADA I SAVINOSA;94;H;ESPANYA;1
ARRABASSADA I SAVINOSA;97;H;ESPANYA;1
CALA ROMANA;80;D;ESPANYA;2
SANT PERE I SANT PAU;98;H;ESPANYA;2
SANT PERE I SANT PAU;105;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);88;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);46;H;ESPANYA;3
MONNARS;98;D;ESTRANGER;1
FERRAN;56;D;ESPANYA;1
TORREFORTA;97;D;ESPANYA;4
FERRAN;78;D;ESPANYA;3
FERRAN;36;H;ESPANYA;1
FERRAN;37;D;ESPANYA;1
FERRAN;58;D;ESPANYA;1
FERRAN;67;H;ESPANYA;1
BONAVISTA;87;D;ESPANYA;25
BONAVISTA;68;D;ESTRANGER;5
BONAVISTA;92;H;ESPANYA;2
MONTGONS (ELS);3;D;ESPANYA;11
TARRAGONA;3;H;ESTRANGER;56
SANT PERE I SANT PAU;65;H;ESTRANGER;3
BOSCOS DE TARRAGONA (ELS);9;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;19;D;ESPANYA;30
TORREFORTA;93;D;ESTRANGER;1
MONTGONS (ELS);9;D;ESTRANGER;2
MONTGONS (ELS);3;H;ESTRANGER;4
TAMARIT;80;D;ESTRANGER;1
BONAVISTA;95;H;ESPANYA;1
MONNARS;42;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;2;D;ESPANYA;14
TARRAGONA;87;H;ESTRANGER;2
FERRAN;2;H;ESPANYA;1
ARRABASSADA I SAVINOSA;11;D;ESTRANGER;2
SANT SALVADOR;2;H;ESPANYA;27
MONNARS;77;D;ESTRANGER;2
TAMARIT;40;H;ESTRANGER;3
SANT PERE I SANT PAU;2;H;ESTRANGER;18
MONTGONS (ELS);87;H;ESPANYA;1
MONNARS;61;D;ESTRANGER;1
MONTGONS (ELS);10;D;ESTRANGER;3
CAMPSA;23;H;ESTRANGER;6
CAMPSA;39;H;ESTRANGER;6
SANT PERE I SANT PAU;19;H;ESTRANGER;16
CAMPSA;5;H;ESPANYA;4
BOSCOS DE TARRAGONA (ELS);32;D;ESTRANGER;2
CAMPSA;58;H;ESTRANGER;2
TAMARIT;60;H;ESTRANGER;3
TARRAGONA;89;H;ESTRANGER;2
TARRAGONA;1;D;ESPANYA;178
CAMPSA;25;D;ESTRANGER;5
BOSCOS DE TARRAGONA (ELS);40;H;ESTRANGER;1
TAMARIT;70;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);2;H;ESTRANGER;2
CALA ROMANA;1;D;ESPANYA;3
ARRABASSADA I SAVINOSA;9;H;ESTRANGER;2
MONNARS;54;D;ESTRANGER;3
BOSCOS DE TARRAGONA (ELS);21;H;ESPANYA;3
SANT PERE I SANT PAU;1;D;ESPANYA;53
TARRAGONA;90;H;ESTRANGER;2
MONTGONS (ELS);17;H;ESTRANGER;1
CAMPSA;36;H;ESTRANGER;8
BOSCOS DE TARRAGONA (ELS);66;D;ESTRANGER;2
TAMARIT;37;D;ESTRANGER;2
MONNARS;43;D;ESTRANGER;3
MONTGONS (ELS);61;H;ESTRANGER;2
OLIVA (L`);38;H;ESTRANGER;1
OLIVA (L`);4;D;ESPANYA;1
OLIVA (L`);27;H;ESPANYA;1
OLIVA (L`);27;D;ESPANYA;1
TAMARIT;5;H;ESTRANGER;1
TAMARIT;1;D;ESPANYA;4
TAMARIT;2;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;62;H;ESTRANGER;3
MONTGONS (ELS);18;H;ESPANYA;13
CALA ROMANA;18;H;ESPANYA;2
BOSCOS DE TARRAGONA (ELS);18;D;ESPANYA;3
MONNARS;0;D;ESPANYA;7
ARRABASSADA I SAVINOSA;0;H;ESPANYA;14
TORREFORTA;0;H;ESPANYA;51
ARRABASSADA I SAVINOSA;87;D;ESTRANGER;1
MONTGONS (ELS);0;H;ESTRANGER;3
FERRAN;17;H;ESPANYA;3
CAMPSA;77;D;ESTRANGER;1
TAMARIT;0;D;ESPANYA;5
MONNARS;31;H;ESTRANGER;1
TORREFORTA;98;D;ESTRANGER;1
TAMARIT;65;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;15;H;ESTRANGER;3
ARRABASSADA I SAVINOSA;66;D;ESTRANGER;3
CALA ROMANA;34;D;ESTRANGER;1
FERRAN;31;H;ESPANYA;1
OLIVA (L`);35;D;ESTRANGER;1
MONTGONS (ELS);72;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;0;D;ESTRANGER;3
MONNARS;36;D;ESTRANGER;1
TAMARIT;12;D;ESTRANGER;3
SANT SALVADOR;76;D;ESTRANGER;4
CAMPSA;1;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);67;H;ESTRANGER;1
CAMPSA;0;D;ESPANYA;2
CALA ROMANA;28;H;ESTRANGER;1
CAMPSA;0;H;ESTRANGER;4
CAMPSA;6;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;17;D;ESTRANGER;1
TAMARIT;63;H;ESTRANGER;1
MONTGONS (ELS);58;D;ESTRANGER;1
FERRAN;68;H;ESTRANGER;1
CALA ROMANA;67;D;ESTRANGER;1
TARRAGONA;99;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;20;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);10;H;ESTRANGER;1
CAMPSA;72;D;ESTRANGER;1
TORREFORTA;90;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);28;D;ESTRANGER;1
TORREFORTA;86;D;ESTRANGER;1
SANT SALVADOR;80;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);52;D;ESTRANGER;1
TARRAGONA;53;H;ESPANYA;385
TARRAGONA;52;D;ESPANYA;477
TARRAGONA;49;D;ESPANYA;448
TARRAGONA;68;D;ESPANYA;411
MONNARS;64;D;ESPANYA;25
TARRAGONA;71;D;ESPANYA;351
TORREFORTA;46;D;ESPANYA;141
TARRAGONA;26;H;ESPANYA;265
TORREFORTA;53;D;ESPANYA;105
TARRAGONA;75;D;ESPANYA;393
SANT PERE I SANT PAU;54;H;ESPANYA;122
ARRABASSADA I SAVINOSA;57;D;ESPANYA;29
BOSCOS DE TARRAGONA (ELS);27;H;ESPANYA;9
TARRAGONA;46;H;ESPANYA;389
TARRAGONA;36;D;ESPANYA;286
BOSCOS DE TARRAGONA (ELS);53;D;ESPANYA;9
TARRAGONA;24;D;ESPANYA;294
SANT PERE I SANT PAU;53;H;ESPANYA;126
TARRAGONA;48;D;ESPANYA;469
TARRAGONA;57;H;ESPANYA;415
TARRAGONA;37;D;ESPANYA;282
TORREFORTA;63;H;ESPANYA;123
TARRAGONA;31;H;ESTRANGER;200
TARRAGONA;76;D;ESPANYA;390
TARRAGONA;61;H;ESPANYA;367
SANT PERE I SANT PAU;57;H;ESPANYA;107
SANT PERE I SANT PAU;68;H;ESPANYA;73
ARRABASSADA I SAVINOSA;73;H;ESPANYA;13
SANT PERE I SANT PAU;46;H;ESPANYA;109
MONTGONS (ELS);56;H;ESPANYA;15
TAMARIT;62;D;ESPANYA;15
TARRAGONA;48;H;ESPANYA;422
CAMPSA;24;H;ESPANYA;4
TAMARIT;84;D;ESTRANGER;1
BONAVISTA;51;D;ESPANYA;51
TARRAGONA;70;D;ESPANYA;408
TARRAGONA;74;H;ESPANYA;244
SANT SALVADOR;57;H;ESPANYA;52
MONNARS;63;D;ESPANYA;19
MONNARS;24;H;ESPANYA;11
TAMARIT;73;D;ESPANYA;10
SANT SALVADOR;65;H;ESPANYA;35
TORREFORTA;74;H;ESPANYA;56
SANT SALVADOR;77;D;ESPANYA;27
TORREFORTA;54;D;ESPANYA;128
SANT PERE I SANT PAU;28;H;ESPANYA;69
SANT PERE I SANT PAU;66;D;ESPANYA;100
SANT SALVADOR;23;D;ESPANYA;30
TARRAGONA;23;D;ESPANYA;294
TORREFORTA;68;H;ESPANYA;101
BONAVISTA;73;D;ESTRANGER;3
TORREFORTA;69;H;ESTRANGER;16
TORREFORTA;62;D;ESTRANGER;22
TARRAGONA;88;H;ESPANYA;104
SANT SALVADOR;52;D;ESPANYA;40
ARRABASSADA I SAVINOSA;65;D;ESPANYA;20
TARRAGONA;47;D;ESTRANGER;124
TARRAGONA;84;H;ESPANYA;180
TORREFORTA;46;D;ESTRANGER;63
TAMARIT;50;D;ESPANYA;9
MONNARS;61;H;ESPANYA;24
TARRAGONA;46;H;ESTRANGER;141
ARRABASSADA I SAVINOSA;66;H;ESPANYA;17
TARRAGONA;25;D;ESTRANGER;143
SANT SALVADOR;57;D;ESPANYA;41
CAMPSA;49;H;ESPANYA;9
ARRABASSADA I SAVINOSA;63;H;ESPANYA;21
SANT PERE I SANT PAU;42;H;ESPANYA;94
CAMPSA;34;D;ESPANYA;7
SANT PERE I SANT PAU;23;D;ESTRANGER;18
MONNARS;51;H;ESPANYA;18
TORREFORTA;37;D;ESPANYA;68
MONNARS;79;D;ESPANYA;7
ARRABASSADA I SAVINOSA;64;H;ESPANYA;12
TARRAGONA;74;H;ESTRANGER;20
SANT PERE I SANT PAU;73;D;ESPANYA;60
TORREFORTA;62;D;ESPANYA;109
SANT SALVADOR;64;D;ESPANYA;30
BOSCOS DE TARRAGONA (ELS);25;D;ESPANYA;6
ARRABASSADA I SAVINOSA;23;H;ESPANYA;18
SANT SALVADOR;66;D;ESPANYA;25
SANT PERE I SANT PAU;63;H;ESTRANGER;9
SANT SALVADOR;51;D;ESTRANGER;23
TARRAGONA;36;H;ESPANYA;286
SANT PERE I SANT PAU;66;H;ESPANYA;80
SANT PERE I SANT PAU;68;D;ESPANYA;86
BOSCOS DE TARRAGONA (ELS);87;D;ESPANYA;4
MONTGONS (ELS);55;H;ESPANYA;13
TORREFORTA;70;D;ESTRANGER;13
SANT SALVADOR;56;H;ESPANYA;41
SANT PERE I SANT PAU;49;H;ESTRANGER;30
TORREFORTA;67;D;ESTRANGER;19
TARRAGONA;45;D;ESTRANGER;148
SANT PERE I SANT PAU;71;D;ESPANYA;74
BOSCOS DE TARRAGONA (ELS);54;D;ESPANYA;13
SANT PERE I SANT PAU;30;H;ESPANYA;79
TARRAGONA;59;H;ESTRANGER;65
BONAVISTA;46;H;ESPANYA;46
MONTGONS (ELS);72;D;ESPANYA;7
CALA ROMANA;56;D;ESPANYA;6
BONAVISTA;35;H;ESTRANGER;37
SANT SALVADOR;62;H;ESPANYA;37
SANT SALVADOR;65;H;ESTRANGER;16
SANT PERE I SANT PAU;81;H;ESPANYA;33
CAMPSA;49;H;ESTRANGER;11
SANT SALVADOR;64;H;ESTRANGER;9
SANT SALVADOR;49;H;ESTRANGER;25
SANT PERE I SANT PAU;75;D;ESTRANGER;5
MONNARS;27;H;ESPANYA;10
BONAVISTA;53;D;ESTRANGER;19
CAMPSA;40;H;ESTRANGER;7
ARRABASSADA I SAVINOSA;34;H;ESPANYA;20
TARRAGONA;83;H;ESPANYA;150
TARRAGONA;77;H;ESPANYA;281
SANT SALVADOR;65;D;ESTRANGER;4
MONTGONS (ELS);60;H;ESTRANGER;5
TORREFORTA;53;H;ESTRANGER;45
BOSCOS DE TARRAGONA (ELS);44;D;ESPANYA;6
TORREFORTA;77;H;ESPANYA;69
SANT PERE I SANT PAU;69;H;ESTRANGER;7
SANT SALVADOR;60;D;ESPANYA;37
TAMARIT;69;H;ESPANYA;14
SANT SALVADOR;48;H;ESTRANGER;24
SANT PERE I SANT PAU;31;H;ESPANYA;87
SANT SALVADOR;48;D;ESTRANGER;14
MONTGONS (ELS);48;H;ESPANYA;16
ARRABASSADA I SAVINOSA;69;H;ESPANYA;15
MONNARS;30;H;ESPANYA;15
CAMPSA;47;H;ESPANYA;11
BONAVISTA;45;H;ESPANYA;48
TAMARIT;54;D;ESTRANGER;5
TAMARIT;21;H;ESPANYA;13
ARRABASSADA I SAVINOSA;21;H;ESPANYA;23
SANT PERE I SANT PAU;60;H;ESTRANGER;7
MONTGONS (ELS);66;D;ESPANYA;7
TORREFORTA;36;H;ESTRANGER;78
MONTGONS (ELS);52;D;ESTRANGER;3
TARRAGONA;41;H;ESPANYA;259
CALA ROMANA;54;D;ESPANYA;6
TORREFORTA;43;H;ESTRANGER;84
SANT PERE I SANT PAU;25;D;ESTRANGER;27
TAMARIT;59;D;ESTRANGER;3
TAMARIT;29;D;ESTRANGER;1
MONTGONS (ELS);53;D;ESTRANGER;3
TORREFORTA;21;H;ESTRANGER;50
BONAVISTA;35;D;ESTRANGER;29
TAMARIT;78;H;ESPANYA;6
CAMPSA;60;D;ESPANYA;5
BONAVISTA;60;H;ESPANYA;48
CAMPSA;22;D;ESPANYA;7
MONNARS;53;D;ESPANYA;16
SANT SALVADOR;68;D;ESTRANGER;2
TARRAGONA;57;H;ESTRANGER;70
SANT SALVADOR;60;H;ESTRANGER;13
CALA ROMANA;48;D;ESPANYA;5
MONNARS;65;D;ESPANYA;20
MONNARS;62;D;ESPANYA;24
ARRABASSADA I SAVINOSA;71;D;ESPANYA;23
TAMARIT;67;D;ESPANYA;12
TARRAGONA;20;D;ESPANYA;298
BONAVISTA;20;D;ESPANYA;51
SANT SALVADOR;44;D;ESTRANGER;19
BONAVISTA;43;H;ESPANYA;51
SANT SALVADOR;63;H;ESTRANGER;6
MONNARS;20;H;ESPANYA;13
TORREFORTA;23;H;ESTRANGER;59
SANT SALVADOR;42;D;ESPANYA;32
TORREFORTA;77;D;ESTRANGER;8
CAMPSA;45;H;ESTRANGER;9
CAMPSA;42;D;ESTRANGER;10
CALA ROMANA;80;H;ESPANYA;7
SANT SALVADOR;62;D;ESPANYA;26
TARRAGONA;36;H;ESTRANGER;201
BOSCOS DE TARRAGONA (ELS);34;H;ESPANYA;7
SANT PERE I SANT PAU;55;D;ESTRANGER;20
MONTGONS (ELS);73;H;ESTRANGER;2
BONAVISTA;33;H;ESTRANGER;43
MONTGONS (ELS);64;H;ESTRANGER;4
BONAVISTA;36;H;ESTRANGER;41
SANT PERE I SANT PAU;40;H;ESPANYA;94
BONAVISTA;67;D;ESPANYA;44
MONNARS;63;H;ESPANYA;10
TAMARIT;51;H;ESPANYA;21
MONTGONS (ELS);42;H;ESTRANGER;9
SANT SALVADOR;73;H;ESPANYA;18
TORREFORTA;56;D;ESTRANGER;37
CAMPSA;32;D;ESTRANGER;12
SANT SALVADOR;40;D;ESTRANGER;34
MONTGONS (ELS);43;H;ESPANYA;12
TARRAGONA;29;H;ESTRANGER;200
SANT SALVADOR;27;D;ESTRANGER;14
CALA ROMANA;36;D;ESPANYA;6
TAMARIT;52;H;ESPANYA;15
CAMPSA;45;D;ESPANYA;6
CALA ROMANA;59;H;ESPANYA;7
BONAVISTA;43;D;ESTRANGER;21
MONTGONS (ELS);76;H;ESPANYA;8
CAMPSA;42;H;ESTRANGER;5
MONTGONS (ELS);70;H;ESPANYA;8
BONAVISTA;91;H;ESPANYA;5
TARRAGONA;28;H;ESTRANGER;184
ARRABASSADA I SAVINOSA;68;D;ESPANYA;16
SANT PERE I SANT PAU;38;H;ESTRANGER;38
TORREFORTA;18;D;ESPANYA;120
BOSCOS DE TARRAGONA (ELS);64;D;ESPANYA;10
MONNARS;43;D;ESPANYA;10
BONAVISTA;50;H;ESTRANGER;26
BONAVISTA;29;D;ESTRANGER;17
SANT PERE I SANT PAU;40;H;ESTRANGER;28
CAMPSA;45;H;ESPANYA;5
SANT SALVADOR;34;H;ESPANYA;16
SANT PERE I SANT PAU;74;D;ESTRANGER;5
TORREFORTA;33;D;ESTRANGER;62
TORREFORTA;22;D;ESTRANGER;24
MONTGONS (ELS);27;H;ESTRANGER;10
CAMPSA;34;H;ESTRANGER;11
TORREFORTA;17;H;ESPANYA;143
SANT SALVADOR;17;D;ESPANYA;50
TARRAGONA;16;H;ESPANYA;294
BONAVISTA;17;H;ESPANYA;54
TAMARIT;16;D;ESPANYA;9
BONAVISTA;47;D;ESTRANGER;22
CALA ROMANA;77;D;ESPANYA;7
BONAVISTA;29;H;ESPANYA;33
ARRABASSADA I SAVINOSA;17;H;ESPANYA;27
SANT SALVADOR;67;D;ESPANYA;26
TORREFORTA;17;H;ESTRANGER;32
BONAVISTA;37;D;ESTRANGER;34
BOSCOS DE TARRAGONA (ELS);27;H;ESTRANGER;2
MONTGONS (ELS);50;H;ESTRANGER;8
TAMARIT;48;H;ESPANYA;14
BOSCOS DE TARRAGONA (ELS);17;H;ESPANYA;6
ARRABASSADA I SAVINOSA;49;D;ESTRANGER;7
ARRABASSADA I SAVINOSA;77;H;ESPANYA;16
MONTGONS (ELS);24;D;ESTRANGER;6
MONTGONS (ELS);28;D;ESPANYA;14
ARRABASSADA I SAVINOSA;15;D;ESPANYA;25
CAMPSA;16;D;ESPANYA;7
ARRABASSADA I SAVINOSA;15;H;ESPANYA;28
ARRABASSADA I SAVINOSA;81;D;ESPANYA;12
CALA ROMANA;60;D;ESPANYA;5
SANT PERE I SANT PAU;16;H;ESTRANGER;14
MONNARS;49;H;ESTRANGER;1
TARRAGONA;16;H;ESTRANGER;80
SANT PERE I SANT PAU;64;H;ESTRANGER;15
CAMPSA;51;H;ESPANYA;9
CAMPSA;33;H;ESTRANGER;4
MONTGONS (ELS);38;D;ESTRANGER;3
SANT PERE I SANT PAU;88;H;ESPANYA;17
TORREFORTA;80;D;ESTRANGER;4
TORREFORTA;14;H;ESPANYA;143
MONTGONS (ELS);14;H;ESPANYA;16
CAMPSA;22;D;ESTRANGER;6
MONNARS;14;D;ESPANYA;15
BONAVISTA;31;D;ESTRANGER;19
MONNARS;14;H;ESPANYA;14
TORREFORTA;87;H;ESTRANGER;2
SANT PERE I SANT PAU;76;D;ESTRANGER;2
TARRAGONA;32;D;ESTRANGER;182
BOSCOS DE TARRAGONA (ELS);47;D;ESPANYA;7
BONAVISTA;26;H;ESTRANGER;42
MONNARS;42;D;ESPANYA;13
TORREFORTA;13;D;ESTRANGER;32
SANT SALVADOR;13;H;ESPANYA;48
TARRAGONA;13;D;ESTRANGER;59
MONTGONS (ELS);13;H;ESPANYA;10
TARRAGONA;24;D;ESTRANGER;116
ARRABASSADA I SAVINOSA;65;D;ESTRANGER;7
BOSCOS DE TARRAGONA (ELS);46;D;ESTRANGER;1
MONTGONS (ELS);16;H;ESTRANGER;11
BOSCOS DE TARRAGONA (ELS);16;D;ESTRANGER;1
BONAVISTA;32;H;ESTRANGER;45
MONTGONS (ELS);65;H;ESTRANGER;2
CALA ROMANA;48;H;ESTRANGER;1
BONAVISTA;38;D;ESTRANGER;30
BONAVISTA;39;H;ESTRANGER;38
CALA ROMANA;14;H;ESPANYA;3
ARRABASSADA I SAVINOSA;38;H;ESPANYA;19
BONAVISTA;36;H;ESPANYA;34
BOSCOS DE TARRAGONA (ELS);13;H;ESPANYA;9
TAMARIT;13;H;ESPANYA;11
MONTGONS (ELS);34;H;ESPANYA;10
