comunitatsAut;provincia;municipi;tipus;periode;total;año;mes
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2023M08;5;2023;08
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2022M08;6;2022;08
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2021M08;5;2021;08
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2021M02;3;2021;02
09 Cataluña;43 Tarragona;43039 Capafonts;Viviendas turísticas;2020M08;4;2020;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2024M11;28;2024;11
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2024M08;28;2024;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2024M02;34;2024;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2023M08;24;2023;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2023M02;32;2023;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2022M08;32;2022;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2022M02;32;2022;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2021M08;26;2021;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2021M02;18;2021;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas;2020M08;24;2020;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2024M11;5,6;2024;11
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2024M08;5,6;2024;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2024M02;5,67;2024;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2023M08;4,8;2023;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2023M02;5,33;2023;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2022M08;5,33;2022;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2022M02;5,33;2022;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2021M08;5,2;2021;08
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2021M02;6;2021;02
09 Cataluña;43 Tarragona;43039 Capafonts;Plazas por vivienda turística;2020M08;6;2020;08
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2024M11;3;2024;11
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2024M08;3;2024;08
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2024M02;1;2024;02
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2023M08;1;2023;08
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2023M02;1;2023;02
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2022M08;2;2022;08
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2022M02;3;2022;02
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2021M08;3;2021;08
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2021M02;4;2021;02
09 Cataluña;43 Tarragona;43040 Capçanes;Viviendas turísticas;2020M08;4;2020;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2024M11;12;2024;11
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2024M08;12;2024;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2022M08;10;2022;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2022M02;18;2022;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2021M08;18;2021;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2021M02;23;2021;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas;2020M08;23;2020;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2024M11;4;2024;11
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2024M08;4;2024;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2022M08;5;2022;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2021M08;6;2021;08
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2021M02;5,75;2021;02
09 Cataluña;43 Tarragona;43040 Capçanes;Plazas por vivienda turística;2020M08;5,75;2020;08
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2024M11;4;2024;11
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2024M08;2;2024;08
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2024M02;1;2024;02
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2023M08;1;2023;08
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2023M02;1;2023;02
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2022M08;1;2022;08
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2022M02;1;2022;02
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2021M08;1;2021;08
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2021M02;1;2021;02
09 Cataluña;43 Tarragona;43041 Caseres;Viviendas turísticas;2020M08;1;2020;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2024M11;24;2024;11
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2024M08;14;2024;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2024M02;8;2024;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2023M08;8;2023;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2023M02;8;2023;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2022M08;8;2022;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2022M02;8;2022;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2021M08;8;2021;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2021M02;8;2021;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas;2020M08;8;2020;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2024M11;6;2024;11
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2024M08;7;2024;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2024M02;8;2024;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2023M08;8;2023;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2023M02;8;2023;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2022M08;8;2022;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2022M02;8;2022;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2021M08;8;2021;08
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2021M02;8;2021;02
09 Cataluña;43 Tarragona;43041 Caseres;Plazas por vivienda turística;2020M08;8;2020;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2024M11;5;2024;11
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2024M08;6;2024;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2023M08;4;2023;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2023M02;4;2023;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2022M08;4;2022;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2022M02;4;2022;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2021M08;4;2021;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2021M02;2;2021;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas turísticas;2020M08;2;2020;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2024M11;45;2024;11
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2024M08;53;2024;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2024M02;51;2024;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2023M08;48;2023;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2023M02;46;2023;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2022M08;46;2022;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2022M02;46;2022;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2021M08;48;2021;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2021M02;28;2021;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas;2020M08;28;2020;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2024M11;9;2024;11
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2024M08;8,83;2024;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2024M02;8,5;2024;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2023M08;12;2023;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2023M02;11,5;2023;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2022M08;11,5;2022;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2022M02;11,5;2022;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2021M08;12;2021;08
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2021M02;14;2021;02
09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Plazas por vivienda turística;2020M08;14;2020;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2024M11;17;2024;11
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2024M08;21;2024;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2024M02;20;2024;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2023M08;23;2023;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2023M02;20;2023;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2022M08;22;2022;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2022M02;22;2022;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2021M08;22;2021;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2021M02;25;2021;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas turísticas;2020M08;26;2020;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2024M11;120;2024;11
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2024M08;171;2024;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2024M02;144;2024;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2023M08;198;2023;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2023M02;132;2023;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2022M08;150;2022;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2022M02;164;2022;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2021M08;163;2021;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2021M02;187;2021;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas;2020M08;199;2020;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2024M11;7,06;2024;11
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2024M08;8,14;2024;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2024M02;7,2;2024;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2023M08;8,61;2023;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2023M02;6,6;2023;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2022M08;6,82;2022;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2022M02;7,45;2022;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2021M08;7,41;2021;08
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2021M02;7,48;2021;02
09 Cataluña;43 Tarragona;43043 Catllar, El;Plazas por vivienda turística;2020M08;7,65;2020;08
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2024M11;3;2024;11
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2024M08;3;2024;08
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2024M02;2;2024;02
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2023M08;2;2023;08
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2023M02;3;2023;02
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2022M08;3;2022;08
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2022M02;2;2022;02
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2021M08;2;2021;08
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2021M02;1;2021;02
09 Cataluña;43 Tarragona;43045 Colldejou;Viviendas turísticas;2020M08;2;2020;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2024M11;18;2024;11
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2024M08;20;2024;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2024M02;12;2024;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2023M08;12;2023;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2023M02;18;2023;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2022M08;18;2022;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2022M02;12;2022;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2021M08;12;2021;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2021M02;8;2021;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas;2020M08;12;2020;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2024M11;6;2024;11
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2024M08;6,67;2024;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2022M08;6;2022;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2021M08;6;2021;08
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2021M02;8;2021;02
09 Cataluña;43 Tarragona;43045 Colldejou;Plazas por vivienda turística;2020M08;6;2020;08
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2024M11;2;2024;11
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2024M08;2;2024;08
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2024M02;2;2024;02
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2023M02;2;2023;02
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2022M08;2;2022;08
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2022M02;2;2022;02
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2021M08;4;2021;08
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2021M02;3;2021;02
09 Cataluña;43 Tarragona;43046 Conesa;Viviendas turísticas;2020M08;3;2020;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2024M11;6;2024;11
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2024M08;6;2024;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2023M08;22;2023;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2022M08;6;2022;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2021M08;15;2021;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2021M02;9;2021;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas;2020M08;9;2020;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2024M11;3;2024;11
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2024M08;3;2024;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2024M02;3;2024;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2023M08;3,67;2023;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2023M02;3;2023;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2022M08;3;2022;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2022M02;3;2022;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2021M08;3,75;2021;08
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2021M02;3;2021;02
09 Cataluña;43 Tarragona;43046 Conesa;Plazas por vivienda turística;2020M08;3;2020;08
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2024M11;2;2024;11
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2024M08;2;2024;08
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2023M08;2;2023;08
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2023M02;2;2023;02
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2022M08;1;2022;08
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2022M02;1;2022;02
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2021M08;2;2021;08
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2021M02;2;2021;02
09 Cataluña;43 Tarragona;43047 Constantí;Viviendas turísticas;2020M08;2;2020;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2024M11;7;2024;11
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2024M08;8;2024;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2023M08;18;2023;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2023M02;18;2023;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2022M08;16;2022;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2022M02;16;2022;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2021M08;23;2021;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2021M02;23;2021;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas;2020M08;20;2020;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2024M11;3,5;2024;11
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2024M08;4;2024;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2024M02;..;2024;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2023M08;9;2023;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2023M02;9;2023;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2022M08;16;2022;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2022M02;16;2022;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2021M08;11,5;2021;08
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2021M02;11,5;2021;02
09 Cataluña;43 Tarragona;43047 Constantí;Plazas por vivienda turística;2020M08;10;2020;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2024M11;9;2024;11
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2024M08;10;2024;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2024M02;9;2024;02
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2022M08;4;2022;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2022M02;4;2022;02
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2021M08;4;2021;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2021M02;4;2021;02
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Viviendas turísticas;2020M08;4;2020;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Plazas;2024M11;49;2024;11
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Plazas;2024M08;59;2024;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Plazas;2024M02;51;2024;02
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Plazas;2023M08;37;2023;08
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Plazas;2023M02;37;2023;02
09 Cataluña;43 Tarragona;43048 Corbera d'Ebre;Plazas;2022M08;23;2022;08
