"NOMZONA","EDAD","SEXE","NACIONALITAT","NUMERO","CODI_ENS","NOM_ENS"
"TAMARIT","44","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","47","D","ESPANYA","19","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","51","H","ESTRANGER","93","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","27","D","ESPANYA","295","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","58","D","ESPANYA","45","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","44","D","ESPANYA","122","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","56","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","51","D","ESTRANGER","18","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","59","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","58","H","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","47","H","ESTRANGER","72","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","31","D","ESPANYA","309","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","22","D","ESPANYA","308","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","23","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","42","D","ESPANYA","85","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","22","D","ESPANYA","108","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","54","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","51","H","ESPANYA","45","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","33","D","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","62","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","26","D","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","23","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","58","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","58","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","41","D","ESPANYA","54","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","64","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","93","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","82","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","82","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","48","D","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","63","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","41","H","ESTRANGER","167","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","58","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","25","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","47","H","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","64","H","ESTRANGER","25","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","55","D","ESPANYA","46","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","46","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","79","H","ESPANYA","49","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","84","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","25","H","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","65","H","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","48","H","ESPANYA","54","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","27","D","ESPANYA","89","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","69","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","39","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","23","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","45","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","71","H","ESPANYA","25","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","67","D","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","83","H","ESPANYA","30","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","30","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","41","D","ESTRANGER","155","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","38","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","23","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","66","D","ESPANYA","115","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","56","H","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","59","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","53","H","ESPANYA","19","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","21","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","21","D","ESPANYA","75","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","60","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","21","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","23","D","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","66","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","68","D","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","50","H","ESTRANGER","114","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","43","H","ESPANYA","100","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","21","D","ESPANYA","33","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","62","H","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","45","H","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","48","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","61","D","ESPANYA","67","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","21","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","57","H","ESTRANGER","22","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","21","D","ESTRANGER","38","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","55","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","82","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","72","H","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","77","H","ESPANYA","51","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","80","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","65","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","39","H","ESPANYA","287","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","83","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","25","D","ESTRANGER","50","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","57","D","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","22","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","42","H","ESPANYA","32","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","20","H","ESPANYA","317","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","40","D","ESTRANGER","168","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","34","H","ESTRANGER","203","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","66","D","ESTRANGER","51","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","54","D","ESTRANGER","42","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","29","H","ESTRANGER","81","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","37","H","ESTRANGER","32","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","55","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","31","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","56","D","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","65","D","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","35","D","ESTRANGER","61","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","20","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","71","H","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","60","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","45","D","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","66","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","40","D","ESTRANGER","35","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","37","D","ESTRANGER","41","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","41","D","ESPANYA","47","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","60","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","74","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","31","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","79","D","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","22","H","ESTRANGER","52","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","38","H","ESTRANGER","173","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","52","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","79","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","84","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","69","H","ESTRANGER","35","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","81","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","67","H","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","28","H","ESTRANGER","87","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","77","H","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","71","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","65","H","ESPANYA","84","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","38","D","ESTRANGER","191","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","54","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","48","H","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","29","D","ESTRANGER","183","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","74","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","30","D","ESTRANGER","164","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","74","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","82","H","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","50","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","47","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","40","H","ESTRANGER","34","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","74","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","31","D","ESTRANGER","47","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","55","H","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","62","D","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","85","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","27","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","67","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","36","D","ESTRANGER","36","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","23","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","85","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","37","H","ESPANYA","67","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","43","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","37","H","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","17","H","ESTRANGER","62","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","56","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","60","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","44","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","46","H","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","17","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","59","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","96","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","49","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","18","D","ESTRANGER","36","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","39","H","ESTRANGER","169","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","19","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","26","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","18","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","33","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","57","D","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","46","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","30","D","ESTRANGER","35","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","15","H","ESPANYA","271","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","15","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","34","D","ESPANYA","53","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","16","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","81","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","76","D","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","16","D","ESTRANGER","18","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","15","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","36","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","15","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","16","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","99","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","16","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","71","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","46","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","36","D","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","71","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","62","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","31","D","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","41","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","49","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","17","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","17","D","ESTRANGER","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","24","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","15","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","74","D","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","31","H","ESTRANGER","32","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","72","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","13","D","ESPANYA","41","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","13","D","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","13","D","ESPANYA","31","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","38","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","87","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","15","H","ESTRANGER","38","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","40","D","ESPANYA","26","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","48","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","14","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","42","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","39","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","12","H","ESPANYA","237","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","44","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","63","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","64","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","12","H","ESPANYA","39","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","75","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","37","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","32","D","ESPANYA","21","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","36","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","13","H","ESTRANGER","50","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","13","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","13","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","12","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","101","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","11","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","53","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","11","D","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","48","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","11","H","ESTRANGER","52","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","38","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","32","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","38","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","44","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","73","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","12","D","ESTRANGER","19","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","12","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","69","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","10","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","10","D","ESPANYA","31","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","39","H","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","41","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","81","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","84","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","11","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","44","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","9","D","ESPANYA","100","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","10","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","47","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","9","D","ESPANYA","29","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","9","D","ESTRANGER","88","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","52","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","74","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","27","D","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","73","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","21","D","ESTRANGER","18","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","77","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","41","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","8","D","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","84","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","8","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","8","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","11","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","8","D","ESPANYA","39","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","8","H","ESTRANGER","70","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","76","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","38","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","38","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","8","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","7","H","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","69","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","7","H","ESPANYA","32","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","7","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","7","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","7","H","ESPANYA","53","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","9","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","74","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","87","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","67","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","97","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","8","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","36","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","10","D","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","8","D","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","6","D","ESPANYA","49","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","6","H","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
